timestamp,ticker,decision,confidence,reasoning,news_score,technical_score,combined_score,article_count,news_direction,news_confidence,news_reasoning,news_source,technical_direction,technical_strength,technical_reasoning,analysis_method,sources_used,analysis_timestamp,recommendation_price,recommendation_timestamp,price_checkpoint1,price_checkpoint1_timestamp,price_checkpoint1_change_pct,price_checkpoint2,price_checkpoint2_timestamp,price_checkpoint2_change_pct,price_close,price_close_timestamp,price_close_change_pct,tracking_status
2025-06-06T07:40:06.342352,TMV,SHORT,0.77,"News: SELL (1.00 confidence) | Sources: 4 services | Top contributors: finbert(-0.35), gemini(-0.26), enhanced_keyword_analysis(-0.03) | News reasoning: Multi-source analysis (4 sources): finbert: SELL(0.87); gemini: SELL(0.80); polygon: NEUTRAL(0.40);  | Technical: NEUTRAL (0.84 strength) | Technic",-1,0,-0.7,1,SELL,1,Multi-source analysis (4 sources): finbert: SELL(0.87); gemini: SELL(0.80); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: SELL(0.80),multi_source,NEUTRAL,0.84,MA trend: NEUTRAL; RSI: 46.5; MACD: bearish; BB position: 0.23,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.342352,,2025-06-06T07:40:06.342352,,,,,,,,,,pending
2025-06-06T07:40:06.343180,RHHBY,LONG,0.77,"News: BUY (1.00 confidence) | Sources: 4 services | Top contributors: finbert(0.38), gemini(0.26), polygon(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.93); gemini: BUY(0.80); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.73 strength) | Technical reasoning: MA trend",1,0,0.7,1,BUY,1,Multi-source analysis (4 sources): finbert: BUY(0.93); gemini: BUY(0.80); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,NEUTRAL,0.73,MA trend: BUY; RSI: 70.0; MACD: bullish; BB position: 0.89,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.343180,,2025-06-06T07:40:06.343180,,,,,,,,,,pending
2025-06-06T07:40:06.335731,PAM,LONG,0.7498,"News: BUY (0.97 confidence) | Sources: 4 services | Top contributors: finbert(0.36), gemini(0.23), polygon(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.87); gemini: BUY(0.70); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.73 strength) | Technical reasoning: MA trend",0.9738,0,0.6817,1,BUY,0.9738,Multi-source analysis (4 sources): finbert: BUY(0.87); gemini: BUY(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,NEUTRAL,0.73,MA trend: SELL; RSI: 31.4; MACD: bearish; BB position: 0.15,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.335731,,2025-06-06T07:40:06.335731,,,,,,,,,,pending
2025-06-06T07:40:06.334414,FI,LONG,0.7369,"News: BUY (0.96 confidence) | Sources: 4 services | Top contributors: finbert(0.32), gemini(0.23), enhanced_keyword_analysis(0.03) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.77); gemini: BUY(0.70); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.82 strength) | Technical r",0.9571,0,0.6699,1,BUY,0.9571,Multi-source analysis (4 sources): finbert: BUY(0.77); gemini: BUY(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: BUY(0.80),multi_source,NEUTRAL,0.82,MA trend: SELL; RSI: 60.5; MACD: bullish; BB position: 0.43,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.334414,,2025-06-06T07:40:06.334414,,,,,,,,,,pending
2025-06-06T07:40:06.332418,PONY,LONG,0.7324,"News: BUY (0.95 confidence) | Sources: 4 services | Top contributors: finbert(0.34), gemini(0.23), polygon(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.82); gemini: BUY(0.70); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.81 strength) | Technical reasoning: MA trend",0.9512,0,0.6658,1,BUY,0.9512,Multi-source analysis (4 sources): finbert: BUY(0.82); gemini: BUY(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,NEUTRAL,0.81,MA trend: SELL; RSI: 45.3; MACD: bearish; BB position: 0.04,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.332418,,2025-06-06T07:40:06.332418,,,,,,,,,,pending
2025-06-06T07:40:06.319341,GB,LONG,0.7317,"News: BUY (0.95 confidence) | Sources: 5 services | Top contributors: finbert(0.33), gemini(0.30), enhanced_keyword_analysis(0.03) | News reasoning: Multi-source analysis (5 sources): finbert: BUY(0.80); gemini: BUY(0.90); alpha_vantage: NEUTRAL(0.5 | Technical: NEUTRAL (0.90 strength) | Technical r",0.9503,0,0.6652,1,BUY,0.9503,Multi-source analysis (5 sources): finbert: BUY(0.80); gemini: BUY(0.90); alpha_vantage: NEUTRAL(0.50); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: BUY(0.80),multi_source,NEUTRAL,0.9,MA trend: NEUTRAL; RSI: 47.4; MACD: bearish; BB position: 0.46,standard_analysis,"finbert,gemini,alpha_vantage,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.319341,,2025-06-06T07:40:06.319341,,,,,,,,,,pending
2025-06-06T07:40:06.331272,ARLYF,LONG,0.7287,"News: BUY (0.95 confidence) | Sources: 3 services | Top contributors: finbert(0.27), gemini(0.23), enhanced_keyword_analysis(0.00) | News reasoning: Multi-source analysis (3 sources): finbert: BUY(0.66); gemini: BUY(0.70); enhanced_keyword_analysis: | Combined score: 0.66",0.9464,0,0.6625,1,BUY,0.9464,Multi-source analysis (3 sources): finbert: BUY(0.66); gemini: BUY(0.70); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,,,,standard_analysis,"finbert,gemini,enhanced_keyword_analysis",2025-06-06T07:40:06.331272,,2025-06-06T07:40:06.331272,,,,,,,,,,pending
2025-06-06T07:40:06.333231,TOYO,LONG,0.7163,"News: BUY (0.93 confidence) | Sources: 4 services | Top contributors: finbert(0.32), gemini(0.23), polygon(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.78); gemini: BUY(0.70); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.94 strength) | Technical reasoning: MA trend",0.9303,0,0.6512,1,BUY,0.9303,Multi-source analysis (4 sources): finbert: BUY(0.78); gemini: BUY(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,NEUTRAL,0.94,MA trend: NEUTRAL; RSI: 32.9; MACD: bearish; BB position: 0.35,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.333231,,2025-06-06T07:40:06.333231,,,,,,,,,,pending
2025-06-06T07:40:06.334848,IQ,LONG,0.7146,"News: BUY (0.93 confidence) | Sources: 4 services | Top contributors: finbert(0.32), gemini(0.23), polygon(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.77); gemini: BUY(0.70); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.80 strength) | Technical reasoning: MA trend",0.928,0,0.6496,1,BUY,0.928,Multi-source analysis (4 sources): finbert: BUY(0.77); gemini: BUY(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,NEUTRAL,0.8,MA trend: SELL; RSI: 26.4; MACD: bearish; BB position: 0.31,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.334848,,2025-06-06T07:40:06.334848,,,,,,,,,,pending
2025-06-06T07:40:06.320171,FOMTF,LONG,0.6946,"News: BUY (0.90 confidence) | Sources: 3 services | Top contributors: gemini(0.23), finbert(0.21), enhanced_keyword_analysis(0.03) | News reasoning: Multi-source analysis (3 sources): finbert: BUY(0.51); gemini: BUY(0.70); enhanced_keyword_analysis: | Combined score: 0.63",0.9021,0,0.6314,1,BUY,0.9021,Multi-source analysis (3 sources): finbert: BUY(0.51); gemini: BUY(0.70); enhanced_keyword_analysis: BUY(0.80),multi_source,,,,standard_analysis,"finbert,gemini,enhanced_keyword_analysis",2025-06-06T07:40:06.320171,,2025-06-06T07:40:06.320171,,,,,,,,,,pending
2025-06-06T07:40:06.316129,MSFU,LONG,0.6861,"News: BUY (0.89 confidence) | Sources: 4 services | Top contributors: finbert(0.27), gemini(0.23), enhanced_keyword_analysis(0.02) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.65); gemini: BUY(0.70); polygon: NEUTRAL(0.40); en | Technical: NEUTRAL (0.93 strength) | Technical r",0.891,0,0.6237,1,BUY,0.891,Multi-source analysis (4 sources): finbert: BUY(0.65); gemini: BUY(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: BUY(0.50),multi_source,NEUTRAL,0.93,MA trend: BUY; RSI: 65.5; MACD: bearish; BB position: 0.91,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.316129,,2025-06-06T07:40:06.316129,,,,,,,,,,pending
2025-06-06T07:40:06.347567,URGN,SHORT,0.6834,"News: SELL (0.89 confidence) | Sources: 4 services | Top contributors: gemini(-0.26), finbert(-0.23), enhanced_keyword_analysis(-0.02) | News reasoning: Multi-source analysis (4 sources): finbert: SELL(0.55); gemini: SELL(0.80); polygon: NEUTRAL(0.40);  | Technical: NEUTRAL (0.88 strength) | Technic",-0.8875,0,-0.6213,3,SELL,0.8875,Multi-source analysis (4 sources): finbert: SELL(0.55); gemini: SELL(0.80); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: SELL(0.67),multi_source,NEUTRAL,0.88,MA trend: SELL; RSI: 23.8; MACD: bullish; BB position: 0.36,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.347567,,2025-06-06T07:40:06.347567,,,,,,,,,,pending
2025-06-06T07:40:06.316648,PRPH,LONG,0.6559,"News: BUY (0.60 confidence) | Sources: 5 services | Top contributors: gemini(0.23), polygon(0.07), finbert(0.00) | News reasoning: Multi-source analysis (5 sources): finbert: NEUTRAL(0.55); gemini: BUY(0.70); alpha_vantage: NEUTRAL | Technical: BUY (0.58 strength) | Technical reasoning: MA trend: BU",0.6033,0.58,0.5963,1,BUY,0.6033,Multi-source analysis (5 sources): finbert: NEUTRAL(0.55); gemini: BUY(0.70); alpha_vantage: NEUTRAL(0.50); polygon: BUY(0.75); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,BUY,0.58,MA trend: BUY; RSI: 42.9; MACD: bullish; BB position: 0.58,standard_analysis,"finbert,gemini,alpha_vantage,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.316648,,2025-06-06T07:40:06.316648,,,,,,,,,,pending
2025-06-06T07:40:06.318841,MRT,LONG,0.6557,"News: BUY (0.85 confidence) | Sources: 5 services | Top contributors: finbert(0.29), gemini(0.26), alpha_vantage(0.00) | News reasoning: Multi-source analysis (5 sources): finbert: BUY(0.71); gemini: BUY(0.80); alpha_vantage: NEUTRAL(0.5 | Technical: NEUTRAL (0.73 strength) | Technical reasoning: MA",0.8516,0,0.5961,1,BUY,0.8516,Multi-source analysis (5 sources): finbert: BUY(0.71); gemini: BUY(0.80); alpha_vantage: NEUTRAL(0.50); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,NEUTRAL,0.73,MA trend: SELL; RSI: 30.1; MACD: bearish; BB position: 0.14,standard_analysis,"finbert,gemini,alpha_vantage,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.318841,,2025-06-06T07:40:06.318841,,,,,,,,,,pending
2025-06-06T07:40:06.338838,CIVI,SHORT,0.6422,"News: SELL (0.63 confidence) | Sources: 4 services | Top contributors: gemini(-0.26), enhanced_keyword_analysis(-0.02), finbert(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: NEUTRAL(0.77); gemini: SELL(0.80); polygon: NEUTRAL(0.40 | Technical: SELL (0.48 strength) | Technical r",-0.6283,-0.48,-0.5838,2,SELL,0.6283,Multi-source analysis (4 sources): finbert: NEUTRAL(0.77); gemini: SELL(0.80); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: SELL(0.70),multi_source,SELL,0.48,MA trend: SELL; RSI: 37.7; MACD: bearish; BB position: 0.28,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:40:06.338838,,2025-06-06T07:40:06.338838,,,,,,,,,,pending
2025-06-06T07:53:19.141088,VSTS,SHORT,0.77,"News: SELL (1.00 confidence) | Sources: 4 services | Top contributors: finbert(-0.40), gemini(-0.26), enhanced_keyword_analysis(-0.03) | News reasoning: Multi-source analysis (4 sources): finbert: SELL(0.98); gemini: SELL(0.80); polygon: NEUTRAL(0.40);  | Technical: NEUTRAL (0.84 strength) | Technic",-1,0,-0.7,2,SELL,1,Multi-source analysis (4 sources): finbert: SELL(0.98); gemini: SELL(0.80); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: SELL(0.80),multi_source,NEUTRAL,0.84,MA trend: NEUTRAL; RSI: 49.5; MACD: bullish; BB position: 0.53,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:53:19.141088,,2025-06-06T07:53:19.141088,,,,,,,,,,pending
2025-06-06T07:53:19.135217,NCNO,SHORT,0.7445,"News: SELL (0.97 confidence) | Sources: 4 services | Top contributors: finbert(-0.40), gemini(-0.23), polygon(0.07) | News reasoning: Multi-source analysis (4 sources): finbert: SELL(0.97); gemini: SELL(0.70); polygon: BUY(0.75); enha | Technical: NEUTRAL (0.71 strength) | Technical reasoning: MA tr",-0.9669,0,-0.6769,1,SELL,0.9669,Multi-source analysis (4 sources): finbert: SELL(0.97); gemini: SELL(0.70); polygon: BUY(0.75); enhanced_keyword_analysis: SELL(0.80),multi_source,NEUTRAL,0.71,MA trend: BUY; RSI: 73.9; MACD: bullish; BB position: 0.84,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:53:19.135217,,2025-06-06T07:53:19.135217,,,,,,,,,,pending
2025-06-06T07:53:19.136477,RC,SHORT,0.6432,"News: SELL (0.59 confidence) | Sources: 4 services | Top contributors: gemini(-0.23), enhanced_keyword_analysis(-0.02), finbert(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: NEUTRAL(0.64); gemini: SELL(0.70); polygon: NEUTRAL(0.40 | Technical: SELL (0.58 strength) | Technical r",-0.5868,-0.58,-0.5848,1,SELL,0.5868,Multi-source analysis (4 sources): finbert: NEUTRAL(0.64); gemini: SELL(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: SELL(0.60),multi_source,SELL,0.58,MA trend: SELL; RSI: 42.2; MACD: bearish; BB position: 0.31,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:53:19.136477,,2025-06-06T07:53:19.136477,,,,,,,,,,pending
2025-06-06T07:53:19.149552,REKR,LONG,0.6285,"News: BUY (0.65 confidence) | Sources: 4 services | Top contributors: gemini(0.23), polygon(0.07), finbert(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: NEUTRAL(0.79); gemini: BUY(0.70); polygon: BUY(0.75); en | Technical: BUY (0.39 strength) | Technical reasoning: MA trend: BU",0.6491,0.39,0.5713,2,BUY,0.6491,Multi-source analysis (4 sources): finbert: NEUTRAL(0.79); gemini: BUY(0.70); polygon: BUY(0.75); enhanced_keyword_analysis: NEUTRAL(0.30),multi_source,BUY,0.39,MA trend: BUY; RSI: 68.1; MACD: bullish; BB position: 0.98,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:53:19.149552,,2025-06-06T07:53:19.149552,,,,,,,,,,pending
2025-06-06T07:53:19.136040,FCEL,LONG,0.6233,"News: BUY (0.68 confidence) | Sources: 4 services | Top contributors: finbert(0.33), gemini(0.00), polygon(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.81); gemini: NEUTRAL(0.60); polygon: NEUTRAL(0.40) | Technical: BUY (0.30 strength) | Technical reasoning: MA trend: BU",0.6809,0.3,0.5667,1,BUY,0.6809,Multi-source analysis (4 sources): finbert: BUY(0.81); gemini: NEUTRAL(0.60); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,BUY,0.3,MA trend: BUY; RSI: 61.4; MACD: bullish; BB position: 0.66,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:53:19.136040,,2025-06-06T07:53:19.136040,,,,,,,,,,pending
2025-06-06T07:53:19.145657,CIVI,SHORT,0.6127,"News: SELL (0.59 confidence) | Sources: 4 services | Top contributors: gemini(-0.23), enhanced_keyword_analysis(-0.02), finbert(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: NEUTRAL(0.87); gemini: SELL(0.70); polygon: NEUTRAL(0.40 | Technical: SELL (0.48 strength) | Technical r",-0.59,-0.48,-0.557,1,SELL,0.59,Multi-source analysis (4 sources): finbert: NEUTRAL(0.87); gemini: SELL(0.70); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: SELL(0.69),multi_source,SELL,0.48,MA trend: SELL; RSI: 37.7; MACD: bearish; BB position: 0.28,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T07:53:19.145657,,2025-06-06T07:53:19.145657,,,,,,,,,,pending
2025-06-06T08:00:39.919540,DOCU,LONG,0.8921,"News: BUY (1.00 confidence) | Sources: 4 services | Top contributors: finbert(0.38), gemini(0.26), polygon(0.07) | News reasoning: Multi-source analysis (4 sources): finbert: BUY(0.94); gemini: BUY(0.80); polygon: BUY(0.75); enhanc | Technical: BUY (0.37 strength) | Technical reasoning: MA trend: BU",1,0.37,0.811,1,BUY,1,Multi-source analysis (4 sources): finbert: BUY(0.94); gemini: BUY(0.80); polygon: BUY(0.75); enhanced_keyword_analysis: NEUTRAL(0.40),multi_source,BUY,0.37,MA trend: BUY; RSI: 55.1; MACD: bullish; BB position: 0.85,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T08:00:39.919540,,2025-06-06T08:00:39.919540,,,,,,,,,,pending
2025-06-06T08:00:39.920819,CAE,LONG,0.62,"News: BUY (0.56 confidence) | Sources: 4 services | Top contributors: gemini(0.20), enhanced_keyword_analysis(0.03), finbert(0.00) | News reasoning: Multi-source analysis (4 sources): finbert: NEUTRAL(0.93); gemini: BUY(0.60); polygon: NEUTRAL(0.40) | Technical: BUY (0.58 strength) | Technical reaso",0.5566,0.58,0.5636,2,BUY,0.5566,Multi-source analysis (4 sources): finbert: NEUTRAL(0.93); gemini: BUY(0.60); polygon: NEUTRAL(0.40); enhanced_keyword_analysis: BUY(0.80),multi_source,BUY,0.58,MA trend: BUY; RSI: 55.6; MACD: bullish; BB position: 0.74,standard_analysis,"finbert,gemini,polygon,enhanced_keyword_analysis",2025-06-06T08:00:39.920819,,2025-06-06T08:00:39.920819,,,,,,,,,,pending
